"refseq_mrna","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001024071","ENSG00000131979",224.475946478766,-2.44630206849966,0.344813916635019,-7.09455723937337,1.29766259007666e-12,1.01851494078077e-10
"NM_001024912","ENSG00000079385",55.1503885501986,-2.30047245416333,0.448072569462276,-5.13415149899509,2.83419732820331e-07,1.27283614314423e-05
"NM_001025107","ENSG00000160710",7646.94304712512,-1.77706287435448,0.111236137529093,-15.9755895325806,1.89058451901571e-57,7.81756698612996e-55
"NM_001030287","ENSG00000162772",282.984719907957,-1.83634944061521,0.206794987706995,-8.8800481142082,6.68314485849592e-19,8.5189997262038e-17
"NM_001031683","ENSG00000119917",15829.9270303031,-6.68183204073291,0.384226286869395,-17.3903563318774,9.7625414928723e-68,5.91104454283609e-65
"NM_001031804","ENSG00000178573",21.8269152195152,1.98389291403257,0.74518935370893,2.66226685091301,0.0077616318814739,0.0918261173081421
"NM_001032409","ENSG00000089127",5188.55489786128,-6.35255879612979,0.828600885128578,-7.66660874993397,1.76603434023321e-14,1.60109428808256e-12
"NM_001032731","ENSG00000111335",1636.09800837237,-6.56963590549454,0.96765819543216,-6.78921124887545,1.12748247924038e-11,8.01458038230682e-10
"NM_001032998","ENSG00000115919",10.0268426031414,-1.81779842139662,0.999910530658378,-1.81796107317693,0.0690700826266541,0.381364483247347
"NM_001033087","ENSG00000172264",19.813992893655,1.70175759525148,0.64536577532023,2.6368885062228,0.00836703271661144,0.097118645285826
"NM_001037335","ENSG00000130589",3340.52188385221,-4.13133402773939,0.196478016209269,-21.0269530782473,3.71773894524136e-98,7.41513967154699e-95
"NM_001039477","ENSG00000130775",303.608549115016,-2.44086472048995,0.364658697569026,-6.69355958533781,2.17806283812357e-11,1.51335198057902e-09
"NM_001039538","ENSG00000078018",691.379746184242,-1.59450400506851,0.127848347116272,-12.4718390267367,1.06343111489442e-35,2.4867419870845e-33
"NM_001040059","ENSG00000129226",247.574737936994,-2.00309144312021,0.273211624201809,-7.3316479449667,2.27339666676097e-13,1.89395726731853e-11
